dia,open,last,close,symbol,exchange,weekday,high_max,low_min,volume_sum,spline,date
2020-06-01 00:00:00+00:00,98.4,99.54,98.58,NKE,IEXG,Monday,99.78,97.89,4295217.0,0,2020-06-01
2020-06-02 00:00:00+00:00,100.73,100.225,100.73,NKE,IEXG,Tuesday,100.82,98.86,4580441.0,0,2020-06-02
2020-06-03 00:00:00+00:00,104.14,104.42,104.14,NKE,IEXG,Wednesday,104.53,101.265,0.0,0,2020-06-03
2020-06-04 00:00:00+00:00,103.66,101.28,104.11,NKE,IEXG,Thursday,103.9033,100.47,52910175.0,0,2020-06-04
2020-06-05 00:00:00+00:00,104.0,102.71,101.28,NKE,IEXG,Friday,104.69,101.25,20788524.0,0,2020-06-05
2020-06-08 00:00:00+00:00,103.05,104.29,102.71,NKE,IEXG,Monday,104.3,102.71,32330579.0,0,2020-06-08
2020-06-09 00:00:00+00:00,102.82,102.63,104.29,NKE,IEXG,Tuesday,103.77,102.43,27577604.0,0,2020-06-09
2020-06-10 00:00:00+00:00,102.17,101.885,102.17,NKE,IEXG,Wednesday,103.14,101.74,0.0,0,2020-06-10
2020-06-11 00:00:00+00:00,95.15,95.74,95.15,NKE,IEXG,Thursday,98.85,94.925,0.0,0,2020-06-11
2020-06-12 00:00:00+00:00,96.47,96.31,96.47,NKE,IEXG,Friday,97.585,94.75,0.0,0,2020-06-12
2020-06-15 00:00:00+00:00,93.9,97.84,96.43,NKE,IEXG,Monday,98.08,93.44,37451452.0,0,2020-06-15
2020-06-16 00:00:00+00:00,101.25,99.04,97.84,NKE,IEXG,Tuesday,101.34,97.71,6254303.0,0,2020-06-16
2020-06-17 00:00:00+00:00,99.0,99.21,99.04,NKE,IEXG,Wednesday,100.24,98.89,14693350.0,0,2020-06-17
2020-06-18 00:00:00+00:00,98.69,98.45,99.21,NKE,IEXG,Thursday,99.42,97.85,15961725.0,0,2020-06-18
2020-06-19 00:00:00+00:00,99.97,95.78,98.45,NKE,IEXG,Friday,100.14,95.78,41127946.0,0,2020-06-19
2020-06-22 00:00:00+00:00,96.85,99.51,95.78,NKE,IEXG,Monday,99.54,96.0162,20666814.0,0,2020-06-22
2020-06-23 00:00:00+00:00,101.15,101.92,99.51,NKE,IEXG,Tuesday,102.22,100.71,21379416.0,0,2020-06-23
2020-06-24 00:00:00+00:00,100.94,100.08,101.92,NKE,IEXG,Wednesday,101.85,98.09,33025089.0,0,2020-06-24
2020-06-25 00:00:00+00:00,99.35,97.95,100.08,NKE,IEXG,Thursday,102.73,97.52,27880157.0,0,2020-06-25
2020-06-26 00:00:00+00:00,98.5,93.67,101.4,NKE,IEXG,Friday,98.78,93.57,129340503.0,0,2020-06-26
2020-06-29 00:00:00+00:00,93.7,95.87,93.67,NKE,IEXG,Monday,96.0,93.7,43526771.0,0,2020-06-29
2020-06-30 00:00:00+00:00,96.0,98.05,95.87,NKE,IEXG,Tuesday,98.3,95.64,48638468.0,0,2020-06-30
2020-07-01 00:00:00+00:00,98.5,97.4,98.05,NKE,IEXG,Wednesday,98.7152,97.09,26328519.0,0,2020-07-01
2020-07-02 00:00:00+00:00,98.78,98.43,97.4,NKE,IEXG,Thursday,99.66,98.02,19177065.0,0,2020-07-02
2020-07-03 00:00:00+00:00,99.63485475084478,99.32010120501594,98.76758190703094,NKE,IEXG,Friday,100.32229556447895,98.43532733815964,16729075.760247925,1,2020-07-03
2020-07-06 00:00:00+00:00,99.62,99.95,98.43,NKE,IEXG,Monday,100.03,99.04,17159131.0,0,2020-07-06
2020-07-07 00:00:00+00:00,99.22,97.07,99.95,NKE,IEXG,Tuesday,99.55,96.92,23615897.0,0,2020-07-07
2020-07-08 00:00:00+00:00,97.5,98.84,97.07,NKE,IEXG,Wednesday,98.98,96.96,20687806.0,0,2020-07-08
2020-07-09 00:00:00+00:00,98.55,96.99,98.84,NKE,IEXG,Thursday,98.91,96.37,19714558.0,0,2020-07-09
2020-07-10 00:00:00+00:00,97.0,97.99,96.99,NKE,IEXG,Friday,98.05,95.72,18744512.0,0,2020-07-10
2020-07-13 00:00:00+00:00,98.25,96.46,97.99,NKE,IEXG,Monday,98.94,96.26,23377400.0,0,2020-07-13
2020-07-14 00:00:00+00:00,96.33,96.76,96.46,NKE,IEXG,Tuesday,97.25,95.51,16886693.0,0,2020-07-14
2020-07-15 00:00:00+00:00,98.41,98.54,96.76,NKE,IEXG,Wednesday,99.04,97.31,25176943.0,0,2020-07-15
2020-07-16 00:00:00+00:00,97.5,97.26,98.54,NKE,IEXG,Thursday,98.23,97.035,12916620.0,0,2020-07-16
2020-07-17 00:00:00+00:00,96.95,96.28,97.26,NKE,IEXG,Friday,97.23,96.04,41670454.0,0,2020-07-17
2020-07-20 00:00:00+00:00,95.5,95.65,96.28,NKE,IEXG,Monday,96.35,95.11,25976275.0,0,2020-07-20
2020-07-21 00:00:00+00:00,96.92,98.36,95.65,NKE,IEXG,Tuesday,99.0,96.1,29680395.0,0,2020-07-21
2020-07-22 00:00:00+00:00,98.16,98.91,98.36,NKE,IEXG,Wednesday,98.99,97.91,11731986.0,0,2020-07-22
2020-07-23 00:00:00+00:00,98.35,98.3,98.91,NKE,IEXG,Thursday,100.18,97.72,13928228.0,0,2020-07-23
2020-07-24 00:00:00+00:00,98.14,98.43,98.3,NKE,IEXG,Friday,99.36,97.7007,31783427.0,0,2020-07-24
2020-07-27 00:00:00+00:00,96.96,97.21,98.43,NKE,IEXG,Monday,98.4,96.89,15256497.0,0,2020-07-27
2020-07-28 00:00:00+00:00,96.95,96.27,97.21,NKE,IEXG,Tuesday,97.47,96.16,24479853.0,0,2020-07-28
2020-07-29 00:00:00+00:00,96.43,96.97,96.27,NKE,IEXG,Wednesday,97.55,96.295,28247974.0,0,2020-07-29
