,Unnamed: 0,rtb,vol,sharpe,sortino,comb,correlaciones,entropia_media,entropia_std
17,1,1.1278406522803015,0.19659202306892085,0.3613945360235205,8.63407327767499,"('AAPL', 'CSCO', 'IBM')",0.34485797076584895,0.4605923638508507,0.1084994626018528
18,13,1.0738447546158252,0.186582670942439,0.3625516817129874,7.842400778950812,"('CSCO', 'IBM', 'MSFT')",0.6981962070158257,0.4614037302811098,0.10894584705302444
19,20,1.2024656331061505,0.23683828722588685,0.31983095206167633,8.562036093178529,"('AAPL', 'CRM', 'CSCO')",0.25828656395497185,0.4647387689511786,0.11341559963782752
20,4,1.1451662405990524,0.2281537246606569,0.31618459241296565,8.11970851250847,"('CRM', 'CSCO', 'MSFT')",0.3660036694703952,0.4655501353814377,0.11379837294401067
21,19,1.0667551570240301,0.2034653917944584,0.33027365423876176,8.067842627241294,"('CRM', 'CSCO', 'IBM')",-0.019974700781607138,0.4795693643021513,0.12278660332207282
22,26,1.1467150235134538,0.2465765172996168,0.2929567559126603,6.485868943364456,"('AAPL', 'INTC', 'MSFT')",0.3817511513747533,0.4916791642502068,0.015973902313183425
23,33,1.0683067869085463,0.2236429664941265,0.3009126690157382,6.3621800935890125,"('AAPL', 'IBM', 'INTC')",0.34485797076584895,0.5056983931709204,0.035815071048616184
24,8,1.018052404378559,0.2108755303332885,0.3041190854059441,6.237364024511956,"('IBM', 'INTC', 'MSFT')",0.3832321639259254,0.5065097596011795,0.03563693260438964
25,24,1.13831588172628,0.26229487502261983,0.2733837646895209,6.5881247040672815,"('AAPL', 'CRM', 'INTC')",-0.0178313044226669,0.5098447982712482,0.042574646921022544
26,3,1.0850370470027584,0.25109359313399504,0.2722128765793416,6.670793534154383,"('CRM', 'INTC', 'MSFT')",0.3660036694703952,0.5106561647015072,0.0423057850650255
27,29,1.2360956955852638,0.20704299161090384,0.3760895700419459,8.72395068542677,"('AAPL', 'IBM', 'MSFT')",0.6879878246753616,0.5152998062876906,0.02501430551144129
28,18,1.3095201143415722,0.26827614912195763,0.307489180788792,7.5875444207981015,"('AAPL', 'CRM', 'MSFT')",0.6022223777087291,0.5194462113880184,0.032189480913783604
29,16,1.0110702013102069,0.2268994481870156,0.28070335330400786,6.306159370510252,"('CRM', 'IBM', 'INTC')",-0.019974700781607138,0.5246753936222209,0.04493555906416027
30,28,1.227758532978807,0.2231567841687356,0.346579281041138,9.032967234512654,"('AAPL', 'CRM', 'IBM')",0.34485797076584895,0.5334654403087319,0.029931566443697214
31,5,1.1688091651013726,0.21579564157568512,0.3411934372339609,8.990328879117909,"('CRM', 'IBM', 'MSFT')",0.3660036694703952,0.534276806738991,0.0285584063151416
32,35,0.9733438194234004,0.15671856558362127,0.3912420782174411,9.41270777808352,"('JNJ', 'MRK', 'UNH')",-0.22802664552397586,0.5920159394948434,0.27081164590095463
33,23,0.9914953732288084,0.16858659578582294,0.3704822285215035,9.4409259773559,"('AMGN', 'JNJ', 'UNH')",0.3291038311908415,0.5989942103779422,0.2822718594862486
34,34,0.9618906025020038,0.17874190534550088,0.3389994770807012,9.124432681634078,"('AMGN', 'MRK', 'UNH')",0.1638037592618244,0.7176047956878308,0.3131069286812613
35,21,0.9091516297046638,0.16043560000254636,0.3569729501030833,8.52824365257839,"('AMGN', 'JNJ', 'MRK')",0.1638037592618244,0.7761763991626861,0.2117418050785029
