,Unnamed: 0,rtb,vol,sharpe,sortino,comb,correlaciones,entropia_media,entropia_std
0,14,1.4686546662221636,0.2961052488414593,0.31244480868603464,7.580345884315331,"('AXP', 'GS', 'JPM')",0.9728508903486784,0.1833696169668437,0.05603477599020666
1,25,1.3736004270714952,0.25775669962631165,0.3356991058467205,8.134359626080109,"('GS', 'JPM', 'TRV')",0.975853554056012,0.21945575049400426,0.1167412124853573
2,15,1.417861974989171,0.2666446418167219,0.33496607477612833,8.448647482604128,"('AXP', 'GS', 'TRV')",0.9473903043529786,0.2434649109375386,0.10931544956802064
3,32,1.3348932452684474,0.27768289737110136,0.30282877024362603,8.069803247093798,"('AXP', 'JPM', 'TRV')",0.9662086123698748,0.2562454512760663,0.09074767084257043
4,27,1.3144794703649765,0.23799061600139695,0.3479314637452134,7.648859644356231,"('GS', 'JPM', 'V')",0.8570312777062915,0.35141312444770545,0.3442474676933123
5,30,1.3392387207335648,0.2882757952243383,0.29265068712046904,6.892263082357693,"('BA', 'CAT', 'MMM')",0.8551489199798231,0.3743895317263928,0.16380336834847506
6,17,1.3555710394177547,0.2513664925737119,0.33971492401004605,7.991432569226258,"('AXP', 'GS', 'V')",0.9152965518716304,0.3754222848912399,0.3276020734764657
7,2,1.2767388605210113,0.26145374802988314,0.3076145935456688,7.7861518515395876,"('AXP', 'JPM', 'V')",0.9152965518716304,0.3882028252297675,0.3139250406909718
8,6,1.1673726267582478,0.17491830857805826,0.4204108985358911,9.160592272664944,"('HD', 'MCD', 'NKE')",0.6840203981751873,0.4071935965832617,0.078005733459857
9,9,1.2648185439071151,0.21533679632016184,0.3700068006409352,8.277863892918246,"('GS', 'TRV', 'V')",0.8570312777062915,0.4115084184184004,0.3114810081874283
10,11,1.1925065352337865,0.2214008040749283,0.3392980030289015,8.287755814666072,"('JPM', 'TRV', 'V')",0.8418430238993873,0.424288958756928,0.294724668517227
11,0,1.048470426243969,0.22878518503632225,0.2886875243969919,6.4687546409327235,"('AAPL', 'CSCO', 'INTC')",0.25828656395497185,0.436971721813367,0.08674623171078805
12,7,0.9995383889597628,0.21444792584929828,0.2936144046310788,6.129669314425835,"('CSCO', 'INTC', 'MSFT')",0.6464037114556733,0.4377830882436261,0.0876325733347082
13,31,1.2110111222011866,0.22028061523596806,0.34631522170086576,8.108285322005756,"('AAPL', 'CSCO', 'MSFT')",0.6981962070158257,0.4465731349301372,0.09406127988474924
14,12,1.2289249778092426,0.23874029029751986,0.3242644835431114,8.45264712891803,"('AXP', 'TRV', 'V')",0.9152965518716304,0.4482981192004624,0.2653872019714801
15,22,0.9251428380173315,0.21615109513594366,0.26961936433829875,5.2995813232270494,"('CSCO', 'IBM', 'INTC')",0.6464037114556733,0.4518023171643397,0.1047557442375482
16,10,0.9923624689560596,0.2316019388893557,0.2699155279181409,6.162877729009932,"('CRM', 'CSCO', 'INTC')",-0.3016059810343064,0.4559487222646674,0.11033617761332386
