,carteras_rentabilidad,carteras_riesgo,carteras_sharpe,cartera_seleccionada_rentabilidad,cartera_seleccionada_riesgo,carteras_eficientes_rentabilidad,carteras_eficientes_riesgo
0,1.0848773555592093,0.2264084350052088,0.30184763063571884,1.1673726267582478,0.17491830857805826,1.1486184278368017,0.16800244636498912
1,1.1484444529819346,0.20191719570132435,0.35829142811406434,1.167373,0.174918,1.1307810535930654,0.16326552883393405
2,1.3056534225494252,0.27330873720586263,0.30093598716219017,1.167373,0.174918,1.1807285761325632,0.1813703718809136
3,1.0735120240400162,0.2581918878707448,0.2619172183535568,1.167373,0.174918,1.2561513897598928,0.2313996681365454
4,1.136854707240575,0.2337197629151948,0.3064144604566142,1.167373,0.174918,1.1317049369404495,0.17008998187505506
5,1.1616450609674382,0.22116498879414573,0.3308695510428754,1.167373,0.174918,1.100632675002919,0.1574371409889839
6,1.1486184278368017,0.16800244636498912,0.430685155840778,1.167373,0.174918,1.1087891599341653,0.15995265432689193
7,0.9759922886288964,0.21660959445541786,0.2838366201030357,1.167373,0.174918,1.1451779811773537,0.16994430602848395
8,0.9965266330973006,0.21444814309187504,0.29272940479361304,1.167373,0.174918,1.1972837687079672,0.19203445363815946
9,1.2972644283160886,0.22164887561214303,0.3686911446824447,1.167373,0.174918,1.1548040182959398,0.18338292192833508
10,1.01732220790903,0.2324500362282494,0.2756948392236837,1.167373,0.174918,1.2010916095817743,0.19339650466982933
11,1.2118184500715374,0.2283116504971493,0.3343560734247813,1.167373,0.174918,1.1404180752729465,0.17076710413366253
12,1.2547050743829857,0.248058258726436,0.3186307554362085,1.167373,0.174918,1.2628178255498934,0.23997318281761504
13,1.0526785776043748,0.18888454896395346,0.35107433439696056,1.167373,0.174918,1.15010978996332,0.18680254404616065
14,1.4806737540071864,0.2980883269582679,0.31290617831442835,1.167373,0.174918,1.0982774737431198,0.15708326038270026
15,1.4410391336706647,0.2739982132399458,0.33130483486433965,1.167373,0.174918,1.1337135339216442,0.18753332464744632
16,1.037995120764536,0.22601188652553705,0.289310210506405,1.167373,0.174918,1.101415091089842,0.16601677951917507
17,1.3914013757856678,0.26210836720570685,0.33440385322915483,1.167373,0.174918,1.0862905626621822,0.16484668001318215
18,1.3180117666998257,0.2733014400761408,0.3037925344032057,1.167373,0.174918,1.1200466383905183,0.17279543631093927
19,1.0762617595842163,0.2118036376770375,0.3200989316037399,1.167373,0.174918,1.1143516617914837,0.16266461325798234
20,1.2337221289234734,0.2471073679428581,0.3145077773144425,1.167373,0.174918,1.182902735818999,0.1872850468868868
21,0.9132378810903916,0.16300431095707035,0.35292673389202506,1.167373,0.174918,1.260878987163626,0.2351087636648573
22,0.9371648510268936,0.21020914071165908,0.28084333681681845,1.167373,0.174918,1.1099710862189056,0.16336581579284998
23,0.9775185586663676,0.16854091778948452,0.36535864379291255,1.167373,0.174918,1.1030308610587831,0.16495120435278918
24,1.1823799670291322,0.2652060672913445,0.2808492943488417,1.167373,0.174918,1.0885576267500547,0.15876061723953874
25,1.3975386282235802,0.2626262539447002,0.335216518526862,1.167373,0.174918,1.1647376620923682,0.1817447787222877
26,1.1448685647675083,0.25186801918369783,0.2863402065028756,1.167373,0.174918,1.1242579103661274,0.1681041168915311
27,1.3504997266848051,0.24688921982215345,0.34458161563529305,1.167373,0.174918,1.1114744546893809,0.18548582688755488
28,1.2544354940393352,0.2354743540249293,0.3355864749347971,1.167373,0.174918,1.0833314576431228,0.15824430559246908
29,1.239901547800181,0.20953867223768693,0.3727543704247805,1.167373,0.174918,1.29739299412485,0.27208018981694704
30,1.3664450823565757,0.3094057014264729,0.2782041469974261,1.167373,0.174918,1.297393,0.27208
