,Date,Close,rtb_f,dia
0,2020-09-30,1.0,,2020-09-30 00:00:00+00:00
1,2020-10-01,1.0012670633137963,1.0076235767166966,2020-10-01 00:00:00+00:00
2,2020-10-02,0.9964405103123333,1.027205833809587,2020-10-02 00:00:00+00:00
3,2020-10-05,1.0132080260232013,1.0345137229310268,2020-10-05 00:00:00+00:00
4,2020-10-06,0.9996782251130641,1.0222344599546638,2020-10-06 00:00:00+00:00
5,2020-10-07,1.0187807705584064,1.0421016923312454,2020-10-07 00:00:00+00:00
6,2020-10-08,1.0231739081834306,1.0596662234490966,2020-10-08 00:00:00+00:00
7,2020-10-09,1.028983150581789,1.0391214820231125,2020-10-09 00:00:00+00:00
8,2020-10-12,1.0380041661306096,0.9944522900954276,2020-10-12 00:00:00+00:00
9,2020-10-13,1.0323274440866044,0.9941069997980472,2020-10-13 00:00:00+00:00
10,2020-10-14,1.026359106960447,0.990825601890828,2020-10-14 00:00:00+00:00
11,2020-10-15,1.0256463794525257,0.9957910923591332,2020-10-15 00:00:00+00:00
12,2020-10-16,1.0296818175746596,1.011518699232964,2020-10-16 00:00:00+00:00
13,2020-10-19,1.014891843003101,1.014144171322761,2020-10-19 00:00:00+00:00
14,2020-10-20,1.0189725559836982,1.0070410839197177,2020-10-20 00:00:00+00:00
15,2020-10-21,1.015446178808976,0.9892985695097072,2020-10-21 00:00:00+00:00
16,2020-10-22,1.0209476365328738,1.0070874638292455,2020-10-22 00:00:00+00:00
17,2020-10-23,1.0199365448955762,1.0152627392466105,2020-10-23 00:00:00+00:00
18,2020-10-26,0.996533028501367,0.9992764350837188,2020-10-26 00:00:00+00:00
19,2020-10-27,0.9885352669353631,0.9998893731747824,2020-10-27 00:00:00+00:00
20,2020-10-28,0.9545834115449483,0.9630380311715134,2020-10-28 00:00:00+00:00
21,2020-10-29,0.9595924700317697,0.9828489238889742,2020-10-29 00:00:00+00:00
22,2020-10-30,0.9539229188504404,0.9991352615778216,2020-10-30 00:00:00+00:00
23,2020-11-02,0.9691650092834551,0.9941328995191702,2020-11-02 00:00:00+00:00
24,2020-11-03,0.9891414157391999,0.999553274922236,2020-11-03 00:00:00+00:00
25,2020-11-04,1.0023742585714657,0.9960561658807674,2020-11-04 00:00:00+00:00
26,2020-11-05,1.0219022048996678,1.0115959055644284,2020-11-05 00:00:00+00:00
27,2020-11-06,1.0194984895491708,0.9941129041021844,2020-11-06 00:00:00+00:00
28,2020-11-09,1.0495387799550486,1.0026469343376037,2020-11-09 00:00:00+00:00
29,2020-11-10,1.0590036156614453,0.9920349594279108,2020-11-10 00:00:00+00:00
30,2020-11-11,1.058165327754121,0.9992982669616388,2020-11-11 00:00:00+00:00
31,2020-11-12,1.0467383471723952,0.9935167870092894,2020-11-12 00:00:00+00:00
32,2020-11-13,1.0611233789104928,1.0157731398243428,2020-11-13 00:00:00+00:00
33,2020-11-16,1.078063628048759,1.0238791028304657,2020-11-16 00:00:00+00:00
34,2020-11-17,1.0720492427358106,1.0183037641982813,2020-11-17 00:00:00+00:00
35,2020-11-18,1.0596335267357178,1.018904239695158,2020-11-18 00:00:00+00:00
36,2020-11-19,1.061246478719762,1.0166385340877822,2020-11-19 00:00:00+00:00
37,2020-11-20,1.053336595372825,1.031593488100279,2020-11-20 00:00:00+00:00
38,2020-11-23,1.065135335972492,1.0471694888277512,2020-11-23 00:00:00+00:00
39,2020-11-24,1.0815119693649498,1.0413461166382796,2020-11-24 00:00:00+00:00
40,2020-11-25,1.075257149244634,1.0458346459961367,2020-11-25 00:00:00+00:00
41,2020-11-27,1.0766213004148555,1.0487245824057985,2020-11-27 00:00:00+00:00
42,2020-11-30,1.0668404546326937,1.0338443725492594,2020-11-30 00:00:00+00:00
43,2020-12-01,1.0735095678289792,1.0354920410455133,2020-12-01 00:00:00+00:00
44,2020-12-02,1.0756645526682287,1.0357026876166646,2020-12-02 00:00:00+00:00
45,2020-12-03,1.078750413906412,1.0354602087630502,2020-12-03 00:00:00+00:00
46,2020-12-04,1.0877037983778384,1.0391163934204344,2020-12-04 00:00:00+00:00
47,2020-12-07,1.0823596075147828,1.046630470626896,2020-12-07 00:00:00+00:00
48,2020-12-08,1.0861063832629254,1.0588874819410157,2020-12-08 00:00:00+00:00
49,2020-12-09,1.0823243859245808,1.0666118434887184,2020-12-09 00:00:00+00:00
50,2020-12-10,1.079820911219799,1.0770834054084624,2020-12-10 00:00:00+00:00
51,2020-12-11,1.0815166093349164,1.0928379280701168,2020-12-11 00:00:00+00:00
52,2020-12-14,1.0748640875463908,1.0936581449992773,2020-12-14 00:00:00+00:00
53,2020-12-15,1.0870217227927277,1.1046501868283194,2020-12-15 00:00:00+00:00
54,2020-12-16,1.0854101768601885,1.1101441676895434,2020-12-16 00:00:00+00:00
55,2020-12-17,1.0907673033970908,1.1093409063415467,2020-12-17 00:00:00+00:00
56,2020-12-18,1.0862924741796216,1.1197306970082712,2020-12-18 00:00:00+00:00
57,2020-12-21,1.0876386278905783,1.1231140930818055,2020-12-21 00:00:00+00:00
58,2020-12-22,1.080405828645909,1.1238309033375256,2020-12-22 00:00:00+00:00
59,2020-12-23,1.0845207789806548,1.1202920250633062,2020-12-23 00:00:00+00:00
60,2020-12-24,1.08704182932925,1.132707444426651,2020-12-24 00:00:00+00:00
61,2020-12-28,1.094388448443255,1.1464294862105815,2020-12-28 00:00:00+00:00
62,2020-12-29,1.0919299673866354,1.144563652520708,2020-12-29 00:00:00+00:00
63,2020-12-30,1.0945896544136309,1.1543571905181689,2020-12-30 00:00:00+00:00
64,2020-12-31,1.101677770958428,1.1439683324820071,2020-12-31 00:00:00+00:00
65,2021-01-04,1.0879064807022947,1.1493484007705321,2021-01-04 00:00:00+00:00
66,2021-01-05,1.0939431519315983,1.146061324649761,2021-01-05 00:00:00+00:00
67,2021-01-06,1.1097017553850015,1.1538634419403873,2021-01-06 00:00:00+00:00
68,2021-01-07,1.1173229763579469,1.1705419766294844,2021-01-07 00:00:00+00:00
69,2021-01-08,1.1193689219029783,1.1358845946802147,2021-01-08 00:00:00+00:00
70,2021-01-11,1.1161552505829841,1.1290230178015537,2021-01-11 00:00:00+00:00
71,2021-01-12,1.1183149456947759,1.1239129333217126,2021-01-12 00:00:00+00:00
72,2021-01-13,1.1180191124581085,1.127697211400806,2021-01-13 00:00:00+00:00
73,2021-01-14,1.1155372206439294,1.1495770960881175,2021-01-14 00:00:00+00:00
74,2021-01-15,1.1091567698216354,1.1459252322561522,2021-01-15 00:00:00+00:00
75,2021-01-19,1.1133415306136079,1.1630277364023949,2021-01-19 00:00:00+00:00
76,2021-01-20,1.122623228111469,1.1778462831855518,2021-01-20 00:00:00+00:00
77,2021-01-21,1.1221779315998124,1.1879321460431742,2021-01-21 00:00:00+00:00
78,2021-01-22,1.1157337866443386,1.1845425212340326,2021-01-22 00:00:00+00:00
79,2021-01-25,1.1144026776844862,1.170859658443883,2021-01-25 00:00:00+00:00
80,2021-01-26,1.1135762006098044,1.1544573700795675,2021-01-26 00:00:00+00:00
81,2021-01-27,1.090760132534415,1.139412964797352,2021-01-27 00:00:00+00:00
82,2021-01-28,1.1015654274431728,1.1524771855429117,2021-01-28 00:00:00+00:00
83,2021-01-29,1.079221933278638,1.1740787825012988,2021-01-29 00:00:00+00:00
84,2021-02-01,1.0874752447056888,1.1676581732625229,2021-02-01 00:00:00+00:00
85,2021-02-02,1.1045933593593467,1.1739206307858558,2021-02-02 00:00:00+00:00
86,2021-02-03,1.1058934648835121,1.1834424836083757,2021-02-03 00:00:00+00:00
87,2021-02-04,1.1178531280779347,1.1867354694422447,2021-02-04 00:00:00+00:00
88,2021-02-05,1.1211783695848563,1.1938057194333391,2021-02-05 00:00:00+00:00
89,2021-02-08,1.1297278657614507,1.1973448241651865,2021-02-08 00:00:00+00:00
90,2021-02-09,1.1293704474688613,1.2053724613726076,2021-02-09 00:00:00+00:00
91,2021-02-10,1.1316010778790837,1.2195502775693456,2021-02-10 00:00:00+00:00
92,2021-02-11,1.1313454577154616,1.207050500940819,2021-02-11 00:00:00+00:00
93,2021-02-12,1.1323425591402838,1.2281355528426467,2021-02-12 00:00:00+00:00
94,2021-02-16,1.1346588180871653,1.2283091602383005,2021-02-16 00:00:00+00:00
95,2021-02-17,1.1379080625102378,1.2325737691239025,2021-02-17 00:00:00+00:00
96,2021-02-18,1.1336002019089961,1.23156752557972,2021-02-18 00:00:00+00:00
97,2021-02-19,1.1336354938017734,1.2379307849004322,2021-02-19 00:00:00+00:00
98,2021-02-22,1.1346206437888027,1.228855188233566,2021-02-22 00:00:00+00:00
99,2021-02-23,1.1351843298371862,1.2374319929526667,2021-02-23 00:00:00+00:00
100,2021-02-24,1.1504645242659883,1.220373622661928,2021-02-24 00:00:00+00:00
101,2021-02-25,1.130312783187561,1.22984707489873,2021-02-25 00:00:00+00:00
102,2021-02-26,1.1134081071523731,1.2297139832107358,2021-02-26 00:00:00+00:00
103,2021-03-01,1.1351181048112973,1.2318538103426864,2021-03-01 00:00:00+00:00
104,2021-03-02,1.1299351880558737,1.2306181948540007,2021-03-02 00:00:00+00:00
105,2021-03-03,1.1255643363472048,1.2324204118283322,2021-03-03 00:00:00+00:00
106,2021-03-04,1.1131119224028296,1.208178676723355,2021-03-04 00:00:00+00:00
107,2021-03-05,1.1337067806130807,1.1622690301773306,2021-03-05 00:00:00+00:00
108,2021-03-08,1.144726217166061,1.1630130796226077,2021-03-08 00:00:00+00:00
109,2021-03-09,1.1458168913185458,1.1658301384584977,2021-03-09 00:00:00+00:00
