dia,open,last,close,symbol,exchange,weekday,high_max,low_min,volume_sum,spline,date
2020-06-01 00:00:00+00:00,186.71,187.41,186.32,MCD,IEXG,Monday,187.84,185.6,2198889.0,0,2020-05-25
2020-06-02 00:00:00+00:00,188.12,186.63,187.41,MCD,IEXG,Tuesday,188.55,186.18,6245384.0,0,2020-05-26
2020-06-03 00:00:00+00:00,190.4225866061428,188.6584611979213,190.46962425706496,MCD,IEXG,Wednesday,190.90406844300014,188.36740072487328,33584650.60250704,1,2020-05-27
2020-06-04 00:00:00+00:00,192.32,193.24,193.29,MCD,IEXG,Thursday,194.26,191.62,43863388.0,0,2020-05-28
2020-06-05 00:00:00+00:00,198.0,197.16,193.24,MCD,IEXG,Friday,200.15,193.15,22870284.0,0,2020-05-29
2020-06-08 00:00:00+00:00,195.68,202.65,197.16,MCD,IEXG,Monday,202.73,195.64,28193569.0,0,2020-06-01
2020-06-09 00:00:00+00:00,200.37,199.52,202.65,MCD,IEXG,Tuesday,201.57,199.01,27163590.0,0,2020-06-02
2020-06-10 00:00:00+00:00,194.60621890302016,193.4908494479421,195.38425278355203,MCD,IEXG,Wednesday,198.29737022174945,193.53216801421692,13819294.179151382,1,2020-06-03
2020-06-11 00:00:00+00:00,187.455,187.265,187.455,MCD,IEXG,Thursday,192.835,186.345,0.0,0,2020-06-04
2020-06-12 00:00:00+00:00,189.055,187.985,189.055,MCD,IEXG,Friday,191.42,185.48,0.0,0,2020-06-05
2020-06-15 00:00:00+00:00,189.48,189.48,189.48,MCD,IEXG,Monday,189.88,184.14,13925110.0,0,2020-06-08
2020-06-16 00:00:00+00:00,190.41,190.41,190.41,MCD,IEXG,Tuesday,193.41,187.55,553411.0,0,2020-06-09
2020-06-17 00:00:00+00:00,191.92,190.79,190.32,MCD,IEXG,Wednesday,192.88,190.42,16485397.0,0,2020-06-10
2020-06-18 00:00:00+00:00,190.01,189.49,190.79,MCD,IEXG,Thursday,190.74,187.89,14921908.0,0,2020-06-11
2020-06-19 00:00:00+00:00,192.29,186.56,189.49,MCD,IEXG,Friday,192.3565,186.53,15125296.0,0,2020-06-12
2020-06-22 00:00:00+00:00,186.0,187.46,186.56,MCD,IEXG,Monday,187.77,184.89,19556448.0,0,2020-06-15
2020-06-23 00:00:00+00:00,189.55,186.62,187.46,MCD,IEXG,Tuesday,189.73,186.32,9283706.0,0,2020-06-16
2020-06-24 00:00:00+00:00,184.96,184.29,186.62,MCD,IEXG,Wednesday,185.71,181.34,22880111.0,0,2020-06-17
2020-06-25 00:00:00+00:00,183.51,182.76,184.29,MCD,IEXG,Thursday,184.08,180.325,14620136.0,0,2020-06-18
2020-06-26 00:00:00+00:00,182.37,179.74,182.76,MCD,IEXG,Friday,182.81,178.88,15399444.0,0,2020-06-19
2020-06-29 00:00:00+00:00,180.57,182.8,179.74,MCD,IEXG,Monday,182.83,179.17,13310687.0,0,2020-06-22
2020-06-30 00:00:00+00:00,182.92,184.47,182.8,MCD,IEXG,Tuesday,185.2,181.89,20609688.0,0,2020-06-23
2020-07-01 00:00:00+00:00,184.95,184.66,184.47,MCD,IEXG,Wednesday,186.44,183.72,13230041.0,0,2020-06-24
2020-07-02 00:00:00+00:00,187.0,183.52,184.66,MCD,IEXG,Thursday,187.0,182.86,13864121.0,0,2020-06-25
2020-07-03 00:00:00+00:00,186.66485728768174,186.97519524121063,184.5838560314809,MCD,IEXG,Friday,188.38322445625263,184.85666332717395,24682798.48113377,1,2020-06-26
2020-07-06 00:00:00+00:00,186.0,188.5,183.52,MCD,IEXG,Monday,188.72,184.14,23527061.0,0,2020-06-29
2020-07-07 00:00:00+00:00,187.37,185.82,188.5,MCD,IEXG,Tuesday,187.85,185.25,8695570.0,0,2020-06-30
2020-07-08 00:00:00+00:00,185.5,185.85,185.82,MCD,IEXG,Wednesday,187.23,184.75,26445723.0,0,2020-07-01
2020-07-09 00:00:00+00:00,186.22,184.33,185.85,MCD,IEXG,Thursday,186.59,182.62,6328918.0,0,2020-07-02
2020-07-10 00:00:00+00:00,183.78,184.88,184.33,MCD,IEXG,Friday,185.44,183.01,10923293.0,0,2020-07-03
2020-07-13 00:00:00+00:00,185.6,184.92,184.88,MCD,IEXG,Monday,188.95,184.71,8401717.0,0,2020-07-06
2020-07-14 00:00:00+00:00,185.09,190.72,184.92,MCD,IEXG,Tuesday,190.84,184.73,20844683.0,0,2020-07-07
2020-07-15 00:00:00+00:00,193.9,191.77,190.72,MCD,IEXG,Wednesday,194.0,189.88,33854296.0,0,2020-07-08
2020-07-16 00:00:00+00:00,191.12,190.92,191.77,MCD,IEXG,Thursday,192.76,190.15,6733323.0,0,2020-07-09
2020-07-17 00:00:00+00:00,191.34,191.48,190.92,MCD,IEXG,Friday,191.9,190.13,5738050.0,0,2020-07-10
2020-07-20 00:00:00+00:00,190.9,191.61,191.48,MCD,IEXG,Monday,192.77,190.37,8568253.0,0,2020-07-13
2020-07-21 00:00:00+00:00,192.33,192.98,191.61,MCD,IEXG,Tuesday,194.9,192.0,16693575.0,0,2020-07-14
2020-07-22 00:00:00+00:00,193.21,198.62,192.98,MCD,IEXG,Wednesday,199.65,193.05,10055055.0,0,2020-07-15
2020-07-23 00:00:00+00:00,198.46,197.55,198.62,MCD,IEXG,Thursday,199.27,196.01,6357054.0,0,2020-07-16
2020-07-24 00:00:00+00:00,196.89,198.72,197.55,MCD,IEXG,Friday,198.91,195.725,15283928.0,0,2020-07-17
2020-07-27 00:00:00+00:00,199.04,201.25,198.72,MCD,IEXG,Monday,202.52,198.71,23493415.0,0,2020-07-20
2020-07-28 00:00:00+00:00,198.6,196.24,201.25,MCD,IEXG,Tuesday,199.89,195.5,40693702.0,0,2020-07-21
2020-07-29 00:00:00+00:00,196.3,196.21,196.24,MCD,IEXG,Wednesday,198.46,195.71,17244543.0,0,2020-07-22
2020-07-30 00:00:00+00:00,195.0,195.41,196.21,MCD,IEXG,Thursday,196.4019,192.9201,12282612.0,0,2020-07-23
2020-07-31 00:00:00+00:00,194.15,194.28,195.41,MCD,IEXG,Friday,194.675,191.6403,15910105.0,0,2020-07-24
2020-08-03 00:00:00+00:00,194.33,194.4,194.28,MCD,IEXG,Monday,195.6,193.59,7685797.0,0,2020-07-27
2020-08-04 00:00:00+00:00,194.95,199.36,194.4,MCD,IEXG,Tuesday,199.7,194.34,22268923.0,0,2020-07-28
2020-08-05 00:00:00+00:00,200.0,199.26,199.36,MCD,IEXG,Wednesday,200.5,197.91,6845638.0,0,2020-07-29
2020-08-06 00:00:00+00:00,198.78,203.18,199.26,MCD,IEXG,Thursday,203.6,198.37,15879222.0,0,2020-07-30
2020-08-07 00:00:00+00:00,203.36,204.6,203.18,MCD,IEXG,Friday,205.16,203.285,17932323.0,0,2020-07-31
2020-08-10 00:00:00+00:00,204.35,204.12,204.6,MCD,IEXG,Monday,205.16,202.5367,7677358.0,0,2020-08-03
2020-08-11 00:00:00+00:00,205.0,205.0,204.12,MCD,IEXG,Tuesday,207.42,204.25,13832096.0,0,2020-08-04
2020-08-12 00:00:00+00:00,206.86,206.02,205.0,MCD,IEXG,Wednesday,207.4,205.38,7383625.0,0,2020-08-05
2020-08-13 00:00:00+00:00,205.96,206.49,206.02,MCD,IEXG,Thursday,207.25,205.35,9073760.0,0,2020-08-06
2020-08-14 00:00:00+00:00,205.95,207.03,206.49,MCD,IEXG,Friday,207.33,205.2,6765726.0,0,2020-08-07
2020-08-17 00:00:00+00:00,206.94,208.67,207.03,MCD,IEXG,Monday,209.5,206.85,10197257.0,0,2020-08-10
2020-08-18 00:00:00+00:00,209.26,210.32,208.67,MCD,IEXG,Tuesday,210.43,207.23,11603333.0,0,2020-08-11
2020-08-19 00:00:00+00:00,210.22,209.51,210.32,MCD,IEXG,Wednesday,211.17,208.64,19836070.0,0,2020-08-12
2020-08-20 00:00:00+00:00,208.12,209.88,209.51,MCD,IEXG,Thursday,210.99,208.1,6829604.0,0,2020-08-13
2020-08-21 00:00:00+00:00,209.96,211.57,209.88,MCD,IEXG,Friday,212.185,209.26,9393443.0,0,2020-08-14
2020-08-24 00:00:00+00:00,212.26,212.62,211.57,MCD,IEXG,Monday,213.5,210.93,7884202.0,0,2020-08-17
2020-08-25 00:00:00+00:00,213.96,212.65,212.62,MCD,IEXG,Tuesday,214.185,212.22,6414205.0,0,2020-08-18
2020-08-26 00:00:00+00:00,212.09,213.76,212.65,MCD,IEXG,Wednesday,214.42,211.6,6288659.0,0,2020-08-19
2020-08-27 00:00:00+00:00,214.34,212.19,213.76,MCD,IEXG,Thursday,216.1,212.1,14613714.0,0,2020-08-20
2020-08-28 00:00:00+00:00,212.82,214.91,212.19,MCD,IEXG,Friday,216.71,211.77,14019111.0,0,2020-08-21
2020-08-31 00:00:00+00:00,213.52,213.52,213.65918517483996,MCD,IEXG,Monday,214.99,212.81,8829233.0,0,2020-08-24
2020-09-01 00:00:00+00:00,210.84,212.69,213.52,MCD,IEXG,Tuesday,213.61,210.5816,15087299.0,0,2020-08-25
2020-09-02 00:00:00+00:00,213.25,216.23,212.69,MCD,IEXG,Wednesday,217.13,212.69,11265504.0,0,2020-08-26
2020-09-03 00:00:00+00:00,217.975,213.78,216.23,MCD,IEXG,Thursday,217.975,212.18,6359695.0,0,2020-08-27
2020-09-04 00:00:00+00:00,215.29,211.73,213.8,MCD,IEXG,Friday,217.78,210.76,16010914.0,0,2020-08-28
2020-09-07 00:00:00+00:00,211.97872708282432,213.50385902950381,213.81824317005533,MCD,IEXG,Monday,216.81759885767684,211.5793907908807,19166055.85921923,1,2020-08-31
2020-09-08 00:00:00+00:00,211.18,213.58,211.73,MCD,IEXG,Tuesday,216.3,211.06,14435928.0,0,2020-09-01
2020-09-09 00:00:00+00:00,214.745,215.345,213.58,MCD,IEXG,Wednesday,218.11,214.495,9221768.0,0,2020-09-02
2020-09-10 00:00:00+00:00,215.72,217.24,215.71,MCD,IEXG,Thursday,219.48,215.72,9031534.0,0,2020-09-03
2020-09-11 00:00:00+00:00,217.69,218.0,217.24,MCD,IEXG,Friday,219.18,216.28,6297253.0,0,2020-09-04
2020-09-14 00:00:00+00:00,219.72,220.56,218.0,MCD,IEXG,Monday,222.59,219.34,11870990.0,0,2020-09-07
2020-09-15 00:00:00+00:00,221.75,222.39,220.56,MCD,IEXG,Tuesday,223.58,221.405,11013347.0,0,2020-09-08
2020-09-16 00:00:00+00:00,222.17,224.81,222.37,MCD,IEXG,Wednesday,226.72,221.3,15635983.0,0,2020-09-09
2020-09-17 00:00:00+00:00,223.7,222.58,224.81,MCD,IEXG,Thursday,223.73,220.5,8963838.0,0,2020-09-10
2020-09-18 00:00:00+00:00,221.62,220.27,222.58,MCD,IEXG,Friday,223.57,220.13,9607233.0,0,2020-09-11
2020-09-21 00:00:00+00:00,217.14,216.41,220.27,MCD,IEXG,Monday,218.045,213.4,7330675.0,0,2020-09-14
2020-09-22 00:00:00+00:00,216.43,216.41,216.41,MCD,IEXG,Tuesday,216.96,214.55,21959312.0,0,2020-09-15
2020-09-23 00:00:00+00:00,217.67,214.97,216.41,MCD,IEXG,Wednesday,219.685,214.24,15342301.0,0,2020-09-16
2020-09-24 00:00:00+00:00,214.75,216.12,214.97,MCD,IEXG,Thursday,218.42,213.59,6580920.0,0,2020-09-17
2020-09-25 00:00:00+00:00,215.3,218.18,216.12,MCD,IEXG,Friday,219.25,213.65,7975382.0,0,2020-09-18
2020-09-28 00:00:00+00:00,220.0,220.26,218.18,MCD,IEXG,Monday,221.98,219.02,6681905.0,0,2020-09-21
2020-09-29 00:00:00+00:00,220.42,218.68,220.26,MCD,IEXG,Tuesday,220.955,218.4783,6544386.0,0,2020-09-22
2020-09-30 00:00:00+00:00,218.87,219.49,218.68,MCD,IEXG,Wednesday,222.2,218.41,11264608.0,0,2020-09-23
2020-10-01 00:00:00+00:00,221.59,219.59,219.49,MCD,IEXG,Thursday,223.0,217.79,25272309.0,0,2020-09-24
2020-10-02 00:00:00+00:00,217.51,222.67,219.59,MCD,IEXG,Friday,223.3499,217.1,31945704.0,0,2020-09-25
2020-10-05 00:00:00+00:00,224.86,226.07,222.67,MCD,IEXG,Monday,226.5,224.01,26485258.0,0,2020-09-28
2020-10-06 00:00:00+00:00,226.83,224.09,226.07,MCD,IEXG,Tuesday,228.66,223.6,17944238.0,0,2020-09-29
2020-10-07 00:00:00+00:00,225.695,226.6,224.09,MCD,IEXG,Wednesday,228.405,225.195,12753738.0,0,2020-09-30
2020-10-08 00:00:00+00:00,226.09,225.8,226.48,MCD,IEXG,Thursday,228.0,224.29,33031355.0,0,2020-10-01
2020-10-09 00:00:00+00:00,226.94,224.83,225.8,MCD,IEXG,Friday,227.22,223.12,33384058.0,0,2020-10-02
2020-10-12 00:00:00+00:00,224.81,226.11,224.83,MCD,IEXG,Monday,226.51,223.12,22189858.0,0,2020-10-05
